index,Fuel consumption,ME fuel consumption (kg LNG),DG fuel consumption (kg Diesel),ME load_perc,DG load_perc,MSO-mode,Speed,Current direction,Current magnitude,Wind direction,Wind magnitude
332,3.854684678010076,3.854684678010076,0.0,0.14382467822279119,0.0,PTO,5.0,3.141592653589793,2,0,11
333,3.8848078495124216,3.8848078495124216,0.0,0.145089174432385,0.0,PTO,5.0,3.141592653589793,2,0,14
334,3.9245125797879683,3.9245125797879683,0.0,0.14676773474635862,0.0,PTO,5.0,3.141592653589793,2,0,17
335,3.977270033397574,3.977270033397574,0.0,0.1489927031993011,0.0,PTO,5.0,3.141592653589793,2,0,20
336,2.6928139923546404,2.6928139923546404,0.0,0.09691457261592343,0.0,PTO,5.0,3.141592653589793,4,0,0
337,2.696706132118483,2.696706132118483,0.0,0.09706510055587834,0.0,PTO,5.0,3.141592653589793,4,0,2
338,2.6982266265306976,2.6982266265306976,0.0,0.09712295564865656,0.0,PTO,5.0,3.141592653589793,4,0,5
339,2.7004858552252644,2.7004858552252644,0.0,0.0972110243357028,0.0,PTO,5.0,3.141592653589793,4,0,8
340,2.70985212525082,2.70985212525082,0.0,0.0975712230781404,0.0,PTO,5.0,3.141592653589793,4,0,11
341,2.7185774541114927,2.7185774541114927,0.0,0.09791016525384785,0.0,PTO,5.0,3.141592653589793,4,0,14
342,2.734883431036409,2.734883431036409,0.0,0.09854138045728021,0.0,PTO,5.0,3.141592653589793,4,0,17
343,2.759757357614727,2.759757357614727,0.0,0.09950434729655228,0.0,PTO,5.0,3.141592653589793,4,0,20
344,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,5.0,3.141592653589793,6,0,0
345,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,5.0,3.141592653589793,6,0,2
346,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,5.0,3.141592653589793,6,0,5
